,Reason,External Doc No.,Doc Type,Customer No.,Amount,UserID,Open,Ali_Amount,Ali_Type
1791,PriceError,1191358177338280959	,Invoice,SUD0127,349.0,,False,349.0,Counted Price
1792,Empty,1191360483455425327	,Invoice,SUD0128,0.0,,False,,
1793,Empty,1191363139548811687	,Invoice,SUD0128,0.0,,False,,
1794,Empty,1191364193818122825	,Invoice,SUD0128,779.0,,False,,
1795,PriceError,1191366370661581237	,Invoice,SUD0127,2270.0,,False,2270.0,Counted Price
1796,Empty,1191366402691749217	,Invoice,SUD0128,0.0,,False,,
1797,PriceError,1191366624411558642	,Invoice,SUD0127,659.0,,False,659.0,Counted Price
1798,PriceError,1191367491408167772	,Invoice,SUD0127,495.0,,False,495.0,Counted Price
1799,PriceError,1191368963744569155	,Invoice,SUD0127,349.0,,False,349.0,Counted Price
1800,PriceError,1191374945233848361	,Invoice,SUD0127,349.0,,False,349.0,Counted Price
1801,PriceError,1191383427191173240	,Invoice,SUD0127,376.54,,False,376.54,Counted Price
1802,Empty,1191385027791865306	,Invoice,SUD0128,713.47,,False,,
1803,PriceError,1191385251738842808	,Invoice,SUD0127,349.0,,False,349.0,Counted Price
1804,Empty,1191389187483000823	,Invoice,SUD0128,939.0,,False,,
1805,Empty,1191392323766000823	,Invoice,SUD0128,1360.0,,False,,
1806,Empty,1191396515657996315	,Invoice,SUD0128,695.0,,False,,
1807,PriceError,1191399363331298545	,Invoice,SUD0127,529.0,,False,529.0,Counted Price
1808,PriceError,1191403683436191142	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
1809,Empty,1191404867362415419	,Invoice,SUD0128,0.0,,False,,
1810,Empty,1191404899853170678	,Invoice,SUD0128,320.1,,False,,
1811,Empty,1191414978349735565	,Invoice,SUD0128,1814.2,,False,,
1812,Empty,1191416258032571264	,Invoice,SUD0128,0.0,,False,,
1813,PriceError,1191417955609620179	,Invoice,SUD0127,590.0,,False,590.0,Counted Price
1814,Empty,1191418627460992213	,Invoice,SUD0128,309.0,,False,,
1815,Empty,1191422146710791701	,Invoice,SUD0128,1630.0,,False,,
1816,Empty,1191423041557657915	,Invoice,SUD0128,0.0,,False,,
1817,Empty,1191423681319992000	,Invoice,SUD0128,789.5,,False,,
1818,PriceError,1191433954790738565	,Invoice,SUD0127,479.0,,False,479.0,Counted Price
1819,Empty,1191444673600179823	,Invoice,SUD0128,359.0,,False,,
1820,Empty,1191450467387072776	,Invoice,SUD0128,0.0,,False,,
1821,PriceError,1191450689746147484	,Invoice,SUD0127,609.0,,False,609.0,Counted Price
1822,PriceError,1191461187719210936	,Invoice,SUD0127,831.18,,False,831.18,Counted Price
1823,Empty,1191461731395121553	,Invoice,SUD0128,1135.1,,False,,
1824,PriceError,1191464419200817151	,Invoice,SUD0127,535.0,,False,535.0,Counted Price
1825,PriceError,1191464641396502319	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
1826,PriceError,1191468227911467123	,Invoice,SUD0127,559.0,,False,559.0,Counted Price
1827,PriceError,1191473665275402938	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1828,PriceError,1191480835847616514	,Invoice,SUD0127,245.0,,False,245.0,Counted Price
1829,Empty,1191496195225407809	,Invoice,SUD0128,204.5,,False,,
1830,PriceError,1191497314714817143	,Invoice,SUD0127,939.0,,False,939.0,Counted Price
1831,PriceError,1191498466728438604	,Invoice,SUD0127,2270.0,,False,2270.0,Counted Price
1832,Empty,1191500322434874855	,Invoice,SUD0128,330.48,,False,,
1833,PriceError,1191510019933666436	,Invoice,SUD0127,659.0,,False,659.0,Counted Price
1834,PriceError,1191516801696525130	,Invoice,SUD0127,609.0,,False,609.0,Counted Price
1835,Empty,1191523043817282271	,Invoice,SUD0128,789.5,,False,,
1836,Empty,1191523552061805070	,Invoice,SUD0128,635.0,,False,,
1837,PriceError,1191524288751282187	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
1838,PriceError,1191546915807168768	,Invoice,SUD0127,395.0,,False,395.0,Counted Price
1839,PriceError,1191548835544764238	,Invoice,SUD0127,535.0,,False,535.0,Counted Price
1840,Empty,1191550081253500672	,Invoice,SUD0128,0.0,,False,,
1841,Empty,1191558019642357707	,Invoice,SUD0128,1127.1,,False,,
1842,PriceError,1191571842914108942	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1843,Empty,1191574019727682231	,Invoice,SUD0128,504.5,,False,,
1844,PriceError,1191587713181488857	,Invoice,SUD0127,725.0,,False,725.0,Counted Price
1845,Empty,1191591427583381759	,Invoice,SUD0128,1109.0,,False,,
1846,PriceError,1191595426853009974	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
1847,PriceError,1191596000746512265	,Invoice,SUD0127,399.0,,False,399.0,Counted Price
1848,PriceError,1191607712367360423	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
1849,PriceError,1191611617404717950	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1850,PriceError,1191612131263058486	,Invoice,SUD0127,599.0,,False,599.0,Counted Price
1851,PriceError,1191629443750558517	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
1852,Empty,1191657251058978480	,Invoice,SUD0128,0.0,,False,,
1853,PriceError,1191664162745879269	,Invoice,SUD0127,399.0,,False,399.0,Counted Price
1854,PriceError,1191670531482625545	,Invoice,SUD0127,820.1,,False,820.1,Counted Price
1855,PriceError,1191677571617967906	,Invoice,SUD0127,691.0,,False,691.0,Counted Price
1856,Empty,1191678018156573275	,Invoice,SUD0128,320.1,,False,,
1857,Empty,1191683971457080060	,Invoice,SUD0128,735.0,,False,,
1858,Empty,1191687491144123563	,Invoice,SUD0128,789.5,,False,,
1859,PriceError,1191687907241641917	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1860,PriceError,1191694179666696764	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1861,Empty,1191710307639535240	,Invoice,SUD0128,585.0,,False,,
1862,PriceError,1191717858661384458	,Invoice,SUD0127,535.0,,False,535.0,Counted Price
1863,Empty,1191733923733637941	,Invoice,SUD0128,263.53,,False,,
1864,PriceError,1191740835169244259	,Invoice,SUD0127,399.0,,False,399.0,Counted Price
1865,Empty,1191747264325964165	,Invoice,SUD0128,271.0,,False,,
1866,PriceError,1191759939700213832	,Invoice,SUD0127,640.0,,False,640.0,Counted Price
1867,PriceError,1191760417224670735	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1868,Empty,1191766018589116861	,Invoice,SUD0128,359.0,,False,,
1869,Empty,1191766944494389011	,Invoice,SUD0128,204.5,,False,,
1870,PriceError,1191771201859078358	,Invoice,SUD0127,640.0,,False,640.0,Counted Price
1871,PriceError,1191775171496065244	,Invoice,SUD0127,395.0,,False,395.0,Counted Price
1872,PriceError,1191775650156204880	,Invoice,SUD0127,369.0,,False,369.0,Counted Price
1873,PriceError,1191780673479252039	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
1874,PriceError,1191788579790003028	,Invoice,SUD0127,635.0,,False,635.0,Counted Price
1875,PriceError,1191792545038716908	,Invoice,SUD0127,780.0,,False,780.0,Counted Price
1876,Empty,1191809152037922737	,Invoice,SUD0128,199.0,,False,,
1877,PriceError,1191821537596991077	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
1878,PriceError,1191825154396251112	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
1879,Empty,1191825984335291582	,Invoice,SUD0128,445.0,,False,,
1880,Empty,1191826048206301474	,Invoice,SUD0128,585.0,,False,,
1881,PriceError,1191832033030248549	,Invoice,SUD0127,599.0,,False,599.0,Counted Price
1882,PriceError,1191837569907793359	,Invoice,SUD0127,559.0,,False,559.0,Counted Price
1883,Empty,1191845665103814904	,Invoice,SUD0128,889.0,,False,,
1884,Empty,1191848737659721510	,Invoice,SUD0128,0.0,,False,,
1885,PriceError,1191852610994849147	,Invoice,SUD0127,485.0,,False,485.0,Counted Price
1886,Empty,1191852994308490225	,Invoice,SUD0128,585.0,,False,,
1887,Empty,1191853699548056585	,Invoice,SUD0128,410.0,,False,,
1888,PriceError,1191860256648006921	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
1889,PriceError,1191860577984618528	,Invoice,SUD0127,335.0,,False,335.0,Counted Price
1890,PriceError,1191872867569199502	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
1891,PriceError,1191876643659380028	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
1892,PriceError,1191903747905480415	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1893,Empty,1191923779318500473	,Invoice,SUD0128,585.0,,False,,
1894,PriceError,1191952483274480415	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1895,Empty,1191953697652057057	,Invoice,SUD0128,194.55,,False,,
1896,PriceError,1191965089011435264	,Invoice,SUD0127,699.0,,False,699.0,Counted Price
1897,PriceError,1191980256588406870	,Invoice,SUD0127,930.0,,False,930.0,Counted Price
1898,PriceError,1191997761576005315	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
1899,PriceError,1192003424686102552	,Invoice,SUD0127,969.0,,False,969.0,Counted Price
1900,PriceError,1192011619836894067	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1901,Empty,1192013091180469784	,Invoice,SUD0128,0.0,,False,,
1902,Empty,1192014593477813884	,Invoice,SUD0128,0.0,,False,,
1903,PriceError,1192025632250249053	,Invoice,SUD0127,640.0,,False,640.0,Counted Price
1904,PriceError,1192026594658066768	,Invoice,SUD0127,349.0,,False,349.0,Counted Price
1905,Empty,1192050275988829312	,Invoice,SUD0128,262.0,,False,,
1906,PriceError,1192072352816840543	,Invoice,SUD0127,535.0,,False,535.0,Counted Price
1907,Empty,1192087555778069249	,Invoice,SUD0128,979.0,,False,,
1908,PriceError,1192087969704540703	,Invoice,SUD0127,619.0,,False,619.0,Counted Price
1909,PriceError,1192124993399038255	,Invoice,SUD0127,689.0,,False,689.0,Counted Price
1910,PriceError,1192149280039956880	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1911,PriceError,1192164195165373623	,Invoice,SUD0127,740.0,,False,740.0,Counted Price
1912,Empty,1192164418344987200	,Invoice,SUD0128,779.0,,False,,
1913,PriceError,1192166819130341667	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1914,PriceError,1192180577821040447	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
1915,PriceError,1192190176042351754	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1916,Empty,1192205507457897841	,Invoice,SUD0128,510.0,,False,,
1917,PriceError,1192206560605033942	,Invoice,SUD0127,659.0,,False,659.0,Counted Price
1918,Empty,1192218338594961185	,Invoice,SUD0128,585.0,,False,,
1919,Empty,1192218979711872124	,Invoice,SUD0128,154.5,,False,,
1920,PriceError,1192221760992909434	,Invoice,SUD0127,399.0,,False,399.0,Counted Price
1921,Empty,1192229889705640734	,Invoice,SUD0128,309.0,,False,,
1922,Empty,1192231874488556650	,Invoice,SUD0128,174.5,,False,,
1923,Empty,1192236833374764026	,Invoice,SUD0128,504.5,,False,,
1924,Empty,1192238403114100723	,Invoice,SUD0128,635.0,,False,,
1925,PriceError,1192239232856389215	,Invoice,SUD0127,639.0,,False,639.0,Counted Price
1926,PriceError,1192244224019199502	,Invoice,SUD0127,575.0,,False,575.0,Counted Price
1927,PriceError,1192249475897425800	,Invoice,SUD0127,589.0,,False,589.0,Counted Price
1928,Empty,1192249984955268715	,Invoice,SUD0128,976.0,,False,,
1929,PriceError,1192251363116307446	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1930,Empty,1192254464198660773	,Invoice,SUD0128,789.5,,False,,
1931,PriceError,1192265507027025303	,Invoice,SUD0127,649.0,,False,649.0,Counted Price
1932,PriceError,1192278371478623738	,Invoice,SUD0127,399.0,,False,399.0,Counted Price
1933,PriceError,1192283073581391949	,Invoice,SUD0127,349.0,,False,349.0,Counted Price
1934,Empty,1192284800175656212	,Invoice,SUD0128,309.0,,False,,
1935,Empty,1192288802157816208	,Invoice,SUD0128,0.0,,False,,
1936,PriceError,1192305728813837565	,Invoice,SUD0127,689.0,,False,689.0,Counted Price
1937,PriceError,1192308096865005042	,Invoice,SUD0127,349.0,,False,349.0,Counted Price
1938,PriceError,1192318275389634850	,Invoice,SUD0127,1390.0,,False,1390.0,Counted Price
1939,Empty,1192339713484470303	,Invoice,SUD0128,0.0,,False,,
1940,Empty,1192341474846876547	,Invoice,SUD0128,315.48,,False,,
1941,PriceError,1192343136329826116	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1942,PriceError,1192362371714912906	,Invoice,SUD0127,1301.0,,False,1301.0,Counted Price
1943,PriceError,1192383779951075453	,Invoice,SUD0127,559.0,,False,559.0,Counted Price
1944,PriceError,1192387395719070917	,Invoice,SUD0127,725.0,,False,725.0,Counted Price
1945,Empty,1192393824559396462	,Invoice,SUD0128,445.0,,False,,
1946,Empty,1192417921232952871	,Invoice,SUD0128,789.5,,False,,
1947,Empty,1192443074156424829	,Invoice,SUD0128,779.0,,False,,
1948,Empty,1192447107847871222	,Invoice,SUD0128,339.0,,False,,
1949,PriceError,1192455683425198327	,Invoice,SUD0127,780.0,,False,780.0,Counted Price
1950,PriceError,1192486018063163147	,Invoice,SUD0127,689.0,,False,689.0,Counted Price
1951,PriceError,1192489315533631687	,Invoice,SUD0127,889.0,,False,889.0,Counted Price
1952,PriceError,1192494240743715272	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
1953,Empty,1192501506840651211	,Invoice,SUD0128,1337.1,,False,,
1954,PriceError,1192501731242431907	,Invoice,SUD0127,575.0,,False,575.0,Counted Price
1955,Empty,1192512642291338858	,Invoice,SUD0128,0.0,,False,,
1956,Empty,1192536995160070212	,Invoice,SUD0128,130.02,,False,,
1957,PriceError,1192539138660325174	,Invoice,SUD0127,930.0,,False,930.0,Counted Price
1958,PriceError,1192616576368386431	,Invoice,SUD0127,1330.0,,False,1330.0,Counted Price
1959,Empty,1192624451397928880	,Invoice,SUD0128,799.0,,False,,
1960,Empty,1192634496902255033	,Invoice,SUD0128,694.5,,False,,
1961,Empty,1192635843794946121	,Invoice,SUD0128,359.0,,False,,
1962,PriceError,1192641537804921350	,Invoice,SUD0127,485.0,,False,485.0,Counted Price
1963,Empty,1192643714277930121	,Invoice,SUD0128,779.0,,False,,
1964,PriceError,1192652611400748537	,Invoice,SUD0127,689.0,,False,689.0,Counted Price
1965,Empty,1192673088748176066	,Invoice,SUD0128,504.5,,False,,
1966,Empty,1192695618660838071	,Invoice,SUD0128,219.1,,False,,
1967,PriceError,1192705152379388629	,Invoice,SUD0127,725.0,,False,725.0,Counted Price
1968,PriceError,1192715331386200413	,Invoice,SUD0127,689.0,,False,689.0,Counted Price
1969,PriceError,1192789921998419502	,Invoice,SUD0127,559.08,,False,532.04,Counted Price
1970,PriceError,1192822914739197340	,Invoice,SUD0127,689.0,,False,689.0,Counted Price
1971,Empty,1192859072568659063	,Invoice,SUD0128,729.0,,False,,
1972,Empty,1192870018484834070	,Invoice,SUD0128,585.0,,False,,
1973,PriceError,1192885218602087338	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
1974,Empty,1192908641873533857	,Invoice,SUD0128,789.5,,False,,
1975,PriceError,1192910721716325118	,Invoice,SUD0127,639.0,,False,639.0,Counted Price
1976,PriceError,1192931841684594130	,Invoice,SUD0127,579.0,,False,579.0,Counted Price
1977,PriceError,1192941570851033942	,Invoice,SUD0127,575.0,,False,575.0,Counted Price
1978,Empty,1192968673155531167	,Invoice,SUD0128,789.5,,False,,
1979,PriceError,1192971936253731621	,Invoice,SUD0127,535.0,,False,535.0,Counted Price
1980,PriceError,1192987746570601708	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
1981,Empty,1193036609736203284	,Invoice,SUD0128,309.0,,False,,
1982,PriceError,1193040834545905176	,Invoice,SUD0127,649.0,,False,649.0,Counted Price
1983,Empty,1193061475335801570	,Invoice,SUD0128,0.0,,False,,
1984,Empty,1193079554718405754	,Invoice,SUD0128,199.0,,False,,
1985,PriceError,1193080801637558656	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
1986,PriceError,1193098594792961467	,Invoice,SUD0127,640.0,,False,640.0,Counted Price
1987,Empty,1193121442427507885	,Invoice,SUD0128,649.5,,False,,
1988,PriceError,1193121570797771801	,Invoice,SUD0127,725.0,,False,725.0,Counted Price
1989,PriceError,1193150177010372684	,Invoice,SUD0127,845.0,,False,845.0,Counted Price
1990,Empty,1193197219682303471	,Invoice,SUD0128,789.5,,False,,
1991,Empty,1193199874415004662	,Invoice,SUD0128,0.0,,False,,
1992,PriceError,1193207458833583704	,Invoice,SUD0127,535.0,,False,535.0,Counted Price
1993,PriceError,1193220611324137306	,Invoice,SUD0127,829.0,,False,829.0,Counted Price
1994,Empty,1193222433674364163	,Invoice,SUD0128,204.5,,False,,
1995,PriceError,1193230530977397438	,Invoice,SUD0127,1030.0,,False,1030.0,Counted Price
1996,Empty,1193243713986791518	,Invoice,SUD0128,789.5,,False,,
1997,PriceError,1193257027012637117	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
1998,PriceError,1193283073457247271	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
1999,PriceError,1193283712655478809	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
2000,PriceError,1193305667670707560	,Invoice,SUD0127,799.0,,False,799.0,Counted Price
2001,Empty,1193322723566041253	,Invoice,SUD0128,271.0,,False,,
2002,PriceError,1193332384792250118	,Invoice,SUD0127,349.0,,False,349.0,Counted Price
2003,Empty,1193345667268042283	,Invoice,SUD0128,1162.1,,False,,
2004,Empty,1193346017942712429	,Invoice,SUD0128,309.0,,False,,
2005,PriceError,1193367744415318326	,Invoice,SUD0127,495.0,,False,495.0,Counted Price
2006,PriceError,1193371904110345764	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
2007,PriceError,1193393859875695448	,Invoice,SUD0127,449.0,,False,449.0,Counted Price
2008,PriceError,1193399203759339428	,Invoice,SUD0127,633.1,,False,633.1,Counted Price
2009,Empty,1193432032201967936	,Invoice,SUD0128,320.1,,False,,
2010,PriceError,1193437315071572453	,Invoice,SUD0127,599.0,,False,599.0,Counted Price
2011,PriceError,1193441091924638978	,Invoice,SUD0127,395.0,,False,395.0,Counted Price
2012,PriceError,1193447392523652209	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
2013,Empty,1193480035058119264	,Invoice,SUD0128,320.1,,False,,
2014,Empty,1193503873158119109	,Invoice,SUD0128,1610.0,,False,,
2015,Empty,1193528546438850114	,Invoice,SUD0128,585.0,,False,,
2016,PriceError,1193548065376442644	,Invoice,SUD0127,1030.0,,False,1030.0,Counted Price
2017,Empty,1193555842757224555	,Invoice,SUD0128,894.5,,False,,
2018,PriceError,1193568993407798571	,Invoice,SUD0127,689.0,,False,689.0,Counted Price
2019,PriceError,1193577282273901764	,Invoice,SUD0127,976.71,,False,976.71,Counted Price
2020,PriceError,1193578336489796536	,Invoice,SUD0127,339.2,,False,339.2,Counted Price
2021,PriceError,1193647170146730935	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
2022,PriceError,1193660098893978414	,Invoice,SUD0127,640.0,,False,640.0,Counted Price
2023,PriceError,1193688097917250237	,Invoice,SUD0127,639.0,,False,639.0,Counted Price
2024,PriceError,1193693440122136084	,Invoice,SUD0127,575.0,,False,575.0,Counted Price
2025,PriceError,1193725315514173334	,Invoice,SUD0127,1109.0,,False,1109.0,Counted Price
2026,PriceError,1193728290450299145	,Invoice,SUD0127,689.0,,False,689.0,Counted Price
2027,PriceError,1193746786306504818	,Invoice,SUD0127,529.0,,False,529.0,Counted Price
2028,Empty,1193767779673836533	,Invoice,SUD0128,0.0,,False,,
2029,PriceError,1193768257776392283	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
2030,PriceError,1193786530292374108	,Invoice,SUD0127,629.0,,False,629.0,Counted Price
2031,PriceError,1193795776003745208	,Invoice,SUD0127,336.29,,False,336.29,Counted Price
2032,PriceError,1193796354060046010	,Invoice,SUD0127,535.0,,False,535.0,Counted Price
2033,Empty,1193799330521220301	,Invoice,SUD0128,789.5,,False,,
2034,PriceError,1193820961423322901	,Invoice,SUD0127,585.0,,False,585.0,Counted Price
2035,PriceError,1193863808846637645	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
2036,Empty,1193885283052992013	,Invoice,SUD0128,309.0,,False,,
2037,Empty,1193896481586007585	,Invoice,SUD0128,663.1,,False,,
2038,PriceError,1193904354867738824	,Invoice,SUD0127,445.0,,False,445.0,Counted Price
2039,Empty,1193910976901921610	,Invoice,SUD0128,359.0,,False,,
2040,Empty,1193919011405962236	,Invoice,SUD0128,939.0,,False,,
2041,PriceError,1193923043193773830	,Invoice,SUD0127,589.0,,False,589.0,Counted Price
2042,PriceError,1193948449992218971	,Invoice,SUD0127,599.0,,False,599.0,Counted Price
2043,PriceError,1193968256967154876	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
2044,PriceError,1193997666207845703	,Invoice,SUD0127,689.0,,False,689.0,Counted Price
2045,PriceError,1194002912697079553	,Invoice,SUD0127,589.14,,False,590.0,Counted Price
2046,Empty,1194003138079050669	,Invoice,SUD0128,789.5,,False,,
2047,Empty,1194006240625271258	,Invoice,SUD0128,165.0,,False,,
2048,PriceError,1194015457719808014	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
2049,Empty,1194015968980520022	,Invoice,SUD0128,1310.0,,False,,
2050,PriceError,1194028928884684236	,Invoice,SUD0127,599.0,,False,599.0,Counted Price
2051,Empty,1194032771731474171	,Invoice,SUD0128,694.5,,False,,
2052,PriceError,1194084513569003900	,Invoice,SUD0127,559.0,,False,559.0,Counted Price
2053,PriceError,1194091040159918309	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
2054,Empty,1194119139045512686	,Invoice,SUD0128,789.5,,False,,
2055,Empty,1194123809722141755	,Invoice,SUD0128,309.0,,False,,
2056,Empty,1194159682160956377	,Invoice,SUD0128,0.0,,False,,
2057,Empty,1194167424496264167	,Invoice,SUD0128,0.0,,False,,
2058,PriceError,1194193920825433973	,Invoice,SUD0127,589.0,,False,589.0,Counted Price
2059,Empty,1194221601510076465	,Invoice,SUD0128,635.0,,False,,
2060,PriceError,1194233570811978424	,Invoice,SUD0127,579.0,,False,579.0,Counted Price
2061,Empty,1194234403347625156	,Invoice,SUD0128,270.1,,False,,
2062,Empty,1194259073804942765	,Invoice,SUD0128,339.0,,False,,
2063,Empty,1194263521986824859	,Invoice,SUD0128,789.5,,False,,
2064,PriceError,1194270336732974068	,Invoice,SUD0127,590.0,,False,590.0,Counted Price
2065,Empty,1194276672700385841	,Invoice,SUD0128,680.1,,False,,
2066,Empty,1194278242853591768	,Invoice,SUD0128,820.1,,False,,
2067,Empty,1194287714456745783	,Invoice,SUD0128,1480.0,,False,,
2068,Empty,1194295168126793782	,Invoice,SUD0128,445.0,,False,,
2069,PriceError,1194296035720746860	,Invoice,SUD0127,559.0,,False,559.0,Counted Price
2070,PriceError,1194304387639938365	,Invoice,SUD0127,640.0,,False,640.0,Counted Price
2071,Empty,1194328706685135371	,Invoice,SUD0128,585.0,,False,,
2072,Empty,1194346721075361808	,Invoice,SUD0128,1610.0,,False,,
2073,PriceError,1194349762635863481	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
2074,PriceError,1194350689012813858	,Invoice,SUD0127,485.0,,False,485.0,Counted Price
2075,PriceError,1194352224839935953	,Invoice,SUD0127,1020.0,,False,1020.0,Counted Price
2076,Empty,1194359362451123648	,Invoice,SUD0128,729.0,,False,,
2077,PriceError,1194370435206421460	,Invoice,SUD0127,336.4,,False,336.4,Counted Price
2078,PriceError,1194376192052722529	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
2079,PriceError,1194379683392303811	,Invoice,SUD0127,1075.0,,False,1075.0,Counted Price
2080,Empty,1194391619962803664	,Invoice,SUD0128,690.0,,False,,
2081,PriceError,1194392704617023016	,Invoice,SUD0127,435.0,,False,435.0,Counted Price
2082,Empty,1194395330949146916	,Invoice,SUD0128,320.1,,False,,
2083,Empty,1194443585587763950	,Invoice,SUD0128,585.0,,False,,
2084,PriceError,1194445888607454385	,Invoice,SUD0127,0.0,,False,0.0,Counted Price
2085,Empty,1194501954929098568	,Invoice,SUD0128,789.5,,False,,
2086,Empty,1194509153671203276	,Invoice,SUD0128,504.5,,False,,
2087,Empty,1194527906342045800	,Invoice,SUD0128,979.0,,False,,
2088,Empty,1194581538969034944	,Invoice,SUD0128,0.0,,False,,
2089,Empty,1194675362868709483	,Invoice,SUD0128,321.0,,False,,
2090,PriceError,1194691810354129349	,Invoice,SUD0127,535.0,,False,535.0,Counted Price
2091,PriceError,1194750178439392283	,Invoice,SUD0127,445.0,,False,445.0,Counted Price
2092,Empty,1194750242391091015	,Invoice,SUD0128,165.0,,False,,
2093,Empty,1194755459445542768	,Invoice,SUD0128,179.0,,False,,
2094,PriceError,1194757089056408270	,Invoice,SUD0127,535.0,,False,535.0,Counted Price
2095,Empty,1194768099185709164	,Invoice,SUD0128,979.0,,False,,
2096,PriceError,1194773026644991771	,Invoice,SUD0127,689.0,,False,689.0,Counted Price
2097,PriceError,1194806049105562565	,Invoice,SUD0127,659.0,,False,659.0,Counted Price
2098,Empty,1194809440941476973	,Invoice,SUD0128,309.0,,False,,
2099,PriceError,1194811619079176206	,Invoice,SUD0127,336.58,,False,336.58,Counted Price
2100,Empty,1194847361034043305	,Invoice,SUD0128,878.0,,False,,
2101,PriceError,1194863201394128541	,Invoice,SUD0127,429.0,,False,429.0,Counted Price
2102,PriceError,1194869728676034527	,Invoice,SUD0127,725.0,,False,725.0,Counted Price
2103,Empty,1194872064302289854	,Invoice,SUD0128,879.0,,False,,
2104,PriceError,1194884416642824563	,Invoice,SUD0127,395.0,,False,395.0,Counted Price
2105,Empty,1194894944655903282	,Invoice,SUD0128,504.5,,False,,
2106,PriceError,1194905347646131126	,Invoice,SUD0127,649.0,,False,649.0,Counted Price
2107,Empty,1194906403786778458	,Invoice,SUD0128,1036.1,,False,,
2108,PriceError,1194906688728717964	,Invoice,SUD0127,609.0,,False,609.0,Counted Price
2109,PriceError,1194925504669431871	,Invoice,SUD0127,739.0,,False,739.0,Counted Price
2110,PriceError,1194925952113431871	,Invoice,SUD0127,559.0,,False,559.0,Counted Price
2111,PriceError,1194932450210414351	,Invoice,SUD0127,589.14,,False,590.0,Counted Price
2112,PriceError,1194937441959203459	,Invoice,SUD0127,640.0,,False,640.0,Counted Price
2113,Empty,1194950337833201384	,Invoice,SUD0128,789.5,,False,,
2114,PriceError,1194952384912115566	,Invoice,SUD0127,349.0,,False,349.0,Counted Price
2115,PriceError,1194997121102545273	,Invoice,SUD0127,385.0,,False,385.0,Counted Price
2116,PriceError,1195000002768075402	,Invoice,SUD0127,640.0,,False,640.0,Counted Price
2117,PriceError,1195000706579739101	,Invoice,SUD0127,429.0,,False,429.0,Counted Price
2118,PriceError,1195003841937402212	,Invoice,SUD0127,535.0,,False,535.0,Counted Price
2119,Empty,1195026369891599437	,Invoice,SUD0128,0.0,,False,,
2120,Empty,1195028418117220483	,Invoice,SUD0128,1811.0,,False,,
2121,PriceError,1195028993539273368	,Invoice,SUD0127,349.0,,False,349.0,Counted Price
2122,Empty,1195034688742658266	,Invoice,SUD0128,585.0,,False,,
2123,PriceError,1195051232876167135	,Invoice,SUD0127,825.0,,False,825.0,Counted Price
2124,Empty,1195051331707680456	,Invoice,SUD0128,0.0,,False,,
2125,PriceError,1195055969898352200	,Invoice,SUD0127,399.0,,False,400.0,Counted Price
2126,Empty,1195059105716083947	,Invoice,SUD0128,279.0,,False,,
2127,Empty,1195067106907083947	,Invoice,SUD0128,504.5,,False,,
2128,Empty,1195071872081954012	,Invoice,SUD0128,445.0,,False,,
