	Reason	External Doc No.	Posting Date	Doc Type	Customer No.	Amount	UserID	Open	Ali_Amount	Ali_Type
270	PriceError	"1211900065612062302	"	2020/11/1	Invoice	SUD0127	494.1		FALSE	483.89	Counted Price
271	PriceError	"1211901254579694300	"	2020/11/1	Invoice	SUD0127	519		FALSE	508.8	Counted Price
272	PriceError	"1211906509409086803	"	2020/11/1	Invoice	SUD0127	315.89		FALSE	305.58	Counted Price
274	PriceError	"1212250704484307119	"	2020/11/1	Invoice	SUD0127	379		FALSE	371	Counted Price
275	PriceError	"1212278642469820810	"	2020/11/1	Invoice	SUD0127	405.58		FALSE	324.79	Counted Price
278	PriceError	"1212636301299545100	"	2020/11/1	Invoice	SUD0127	369		FALSE	348.44	Counted Price
279	PriceError	"1212653402890055510	"	2020/11/1	Invoice	SUD0127	392.29		FALSE	382.03	Counted Price
280	PriceError	"1212696781843936109	"	2020/11/1	Invoice	SUD0127	364.21		FALSE	343.65	Counted Price
281	PriceError	"1212739407161177203	"	2020/11/1	Invoice	SUD0127	416.84		FALSE	406.84	Counted Price
282	PriceError	"1212875163738841415	"	2020/11/1	Invoice	SUD0127	709		FALSE	515.37	Counted Price
286	PriceError	"1213022509736933709	"	2020/11/1	Invoice	SUD0127	529		FALSE	444.95	Counted Price
288	PriceError	"1213061786008706722	"	2020/11/1	Invoice	SUD0127	360.18		FALSE	339.61	Counted Price
289	PriceError	"1213123848278933709	"	2020/11/1	Invoice	SUD0127	519		FALSE	411.45	Counted Price
293	PriceError	"1213725121307885805	"	2020/11/1	Invoice	SUD0127	342.29		FALSE	306.24	Counted Price
294	PriceError	"1213846838201386002	"	2020/11/1	Invoice	SUD0127	1009		FALSE	958.6	Counted Price
297	PriceError	"1214097075986179509	"	2020/11/1	Invoice	SUD0127	375.02		FALSE	327.5	Counted Price
299	PriceError	"1214144522960813923	"	2020/11/1	Invoice	SUD0127	380.3		FALSE	359.86	Counted Price
300	PriceError	"1214165438555133700	"	2020/11/1	Invoice	SUD0127	339		FALSE	328.7	Counted Price
304	PriceError	"1214496312975740120	"	2020/11/1	Invoice	SUD0127	363.87		FALSE	353.59	Counted Price
305	PriceError	"1214793387198883003	"	2020/11/1	Invoice	SUD0127	519		FALSE	498.61	Counted Price
306	PriceError	"1214798893380979200	"	2020/11/1	Invoice	SUD0127	316.92		FALSE	306.59	Counted Price
307	PriceError	"1214831726526761001	"	2020/11/1	Invoice	SUD0127	349.56		FALSE	328.97	Counted Price
308	PriceError	"1214937372669551596	"	2020/11/1	Invoice	SUD0127	351.75		FALSE	331.75	Counted Price
310	PriceError	"1214979360061032404	"	2020/11/1	Invoice	SUD0127	374.77		FALSE	354.31	Counted Price
311	PriceError	"1214997096770691894	"	2020/11/1	Invoice	SUD0127	419.19		FALSE	408.95	Counted Price
312	PriceError	"1215082431904515207	"	2020/11/1	Invoice	SUD0127	383.26		FALSE	333.74	Counted Price
313	PriceError	"1215429902552737820	"	2020/11/1	Invoice	SUD0127	341.27		FALSE	320.67	Counted Price
314	PriceError	"1215464496520669003	"	2020/11/1	Invoice	SUD0127	395.64		FALSE	375.12	Counted Price
315	PriceError	"1215600219465709110	"	2020/11/1	Invoice	SUD0127	409		FALSE	316.74	Counted Price
317	PriceError	"1215672866148703408	"	2020/11/1	Invoice	SUD0127	422.47		FALSE	379.21	Counted Price
318	PriceError	"1215683906904803597	"	2020/11/1	Invoice	SUD0127	439		FALSE	418.53	Counted Price
319	PriceError	"1215718897347291897	"	2020/11/1	Invoice	SUD0127	424.62		FALSE	342.69	Counted Price
320	PriceError	"1215725881753986199	"	2020/11/1	Invoice	SUD0127	564.1		FALSE	484.1	Counted Price
321	PriceError	"1215762795077374316	"	2020/11/1	Invoice	SUD0127	421.17		FALSE	400.68	Counted Price
322	PriceError	"1215886347948451219	"	2020/11/1	Invoice	SUD0127	435.11		FALSE	308.12	Counted Price
323	PriceError	"1215920295904564001	"	2020/11/1	Invoice	SUD0127	469.46		FALSE	459.46	Counted Price
324	PriceError	"1215948231988380408	"	2020/11/1	Invoice	SUD0127	486.31		FALSE	371.74	Counted Price
325	PriceError	"1215952179825445196	"	2020/11/1	Invoice	SUD0127	269.44		FALSE	217.51	Counted Price
326	PriceError	"1215981315571470514	"	2020/11/1	Invoice	SUD0127	374		FALSE	363.73	Counted Price
327	PriceError	"1215996999246789697	"	2020/11/1	Invoice	SUD0127	369.4		FALSE	222.09	Counted Price
328	PriceError	"1216127151547870117	"	2020/11/1	Invoice	SUD0127	369		FALSE	259.12	Counted Price
329	PriceError	"1216193484927365891	"	2020/11/1	Invoice	SUD0127	340.92		FALSE	330.62	Counted Price
330	PriceError	"1216249548572935620	"	2020/11/1	Invoice	SUD0127	450.44		FALSE	430.15	Counted Price
331	PriceError	"1216375621265772908	"	2020/11/1	Invoice	SUD0127	2078.4		FALSE	2048.4	Counted Price
333	PriceError	"1216484918968195000	"	2020/11/1	Invoice	SUD0127	439		FALSE	418.53	Counted Price
334	PriceError	"1216521948547259291	"	2020/11/1	Invoice	SUD0127	340.67		FALSE	223.27	Counted Price
335	PriceError	"1216677650485201089	"	2020/11/1	Invoice	SUD0127	519		FALSE	498.61	Counted Price
336	PriceError	"1216678705575186706	"	2020/11/1	Invoice	SUD0127	372.11		FALSE	362.04	Counted Price
337	PriceError	"1216755733761608998	"	2020/11/1	Invoice	SUD0127	417.68		FALSE	364.64	Counted Price
338	PriceError	"1216758073666455193	"	2020/11/1	Invoice	SUD0127	369		FALSE	331.07	Counted Price
339	PriceError	"1216780767576821900	"	2020/11/1	Invoice	SUD0127	582.88		FALSE	513.4	Counted Price
340	PriceError	"1216814520173692198	"	2020/11/1	Invoice	SUD0127	441.81		FALSE	378.58	Counted Price
341	PriceError	"1216878531437267990	"	2020/11/1	Invoice	SUD0127	589		FALSE	578.83	Counted Price
342	PriceError	"1216886208987139405	"	2020/11/1	Invoice	SUD0127	422.91		FALSE	402.43	Counted Price
343	PriceError	"1216917204144855223	"	2020/11/1	Invoice	SUD0127	461.56		FALSE	377.74	Counted Price
345	PriceError	"1217144390384999099	"	2020/11/1	Invoice	SUD0127	314.52		FALSE	304.19	Counted Price
346	PriceError	"1217186054557406620	"	2020/11/1	Invoice	SUD0127	675.41		FALSE	607.61	Counted Price
347	PriceError	"1217241924736546404	"	2020/11/1	Invoice	SUD0127	701.36		FALSE	571.77	Counted Price
348	PriceError	"1217442231703191720	"	2020/11/1	Invoice	SUD0127	453.33		FALSE	443.1	Counted Price
349	PriceError	"1217600870265793490	"	2020/11/1	Invoice	SUD0127	709		FALSE	515.37	Counted Price
350	PriceError	"1217726256688501193	"	2020/11/1	Invoice	SUD0127	325.78		FALSE	232.93	Counted Price
351	PriceError	"1217824467057018787	"	2020/11/1	Invoice	SUD0127	449		FALSE	367.18	Counted Price
352	PriceError	"1217885703747728398	"	2020/11/1	Invoice	SUD0127	399		FALSE	289.1	Counted Price
354	PriceError	"1218095077131582388	"	2020/11/1	Invoice	SUD0127	426.99		FALSE	344.59	Counted Price
355	PriceError	"1218482869897816087	"	2020/11/1	Invoice	SUD0127	439		FALSE	428.77	Counted Price
360	PriceError	"1218927065456062788	"	2020/11/1	Invoice	SUD0127	361.83		FALSE	325.65	Counted Price
362	PriceError	"1219003205390418597	"	2020/11/1	Invoice	SUD0127	403.13		FALSE	382.62	Counted Price
918	PriceError	"1315516680616141594	"	2020/11/1	Invoice	SUD0127	377.19		FALSE	367	Counted Price
919	PriceError	"1315626840908374173	"	2020/11/1	Invoice	SUD0127	377.99		FALSE	285.79	Counted Price
920	PriceError	"1315636596624569054	"	2020/11/1	Invoice	SUD0127	399.6		FALSE	379.09	Counted Price
921	PriceError	"1315648476152302368	"	2020/11/1	Invoice	SUD0127	389.95		FALSE	379.69	Counted Price
922	PriceError	"1315656252044197752	"	2020/11/1	Invoice	SUD0127	299		FALSE	226.58	Counted Price
923	PriceError	"1315664856006759844	"	2020/11/1	Invoice	SUD0127	369		FALSE	276.49	Counted Price
924	PriceError	"1315667232490085455	"	2020/11/1	Invoice	SUD0127	389		FALSE	379	Counted Price
925	PriceError	"1315686672471040682	"	2020/11/1	Invoice	SUD0127	459.4		FALSE	346.95	Counted Price
926	PriceError	"1315697472937398691	"	2020/11/1	Invoice	SUD0127	366.63		FALSE	286.63	Counted Price
927	PriceError	"1315861236167987091	"	2020/11/1	Invoice	SUD0127	489		FALSE	397.12	Counted Price
928	PriceError	"1315876140177295682	"	2020/11/1	Invoice	SUD0127	499		FALSE	407.16	Counted Price
929	PriceError	"1315877400910705939	"	2020/11/1	Invoice	SUD0127	374.32		FALSE	364.32	Counted Price
930	PriceError	"1316095632207141358	"	2020/11/1	Invoice	SUD0127	453.92		FALSE	443.92	Counted Price
931	PriceError	"1316152080978836543	"	2020/11/1	Invoice	SUD0127	291.08		FALSE	270.75	Counted Price
932	PriceError	"1316383453866551458	"	2020/11/1	Invoice	SUD0127	339.34		FALSE	279.34	Counted Price
933	PriceError	"1316454049236731459	"	2020/11/1	Invoice	SUD0127	429		FALSE	409	Counted Price
934	PriceError	"1316463913358218772	"	2020/11/1	Invoice	SUD0127	663.79		FALSE	571.4	Counted Price
935	PriceError	"1316467765974844280	"	2020/11/1	Invoice	SUD0127	353		FALSE	283	Counted Price
936	PriceError	"1316469637162050283	"	2020/11/1	Invoice	SUD0127	315.19		FALSE	232.57	Counted Price
937	PriceError	"1316473741141540777	"	2020/11/1	Invoice	SUD0127	387.79		FALSE	377.71	Counted Price
938	PriceError	"1316492821354723375	"	2020/11/1	Invoice	SUD0127	382.84		FALSE	301.7	Counted Price
939	PriceError	"1316504917268896471	"	2020/11/1	Invoice	SUD0127	314.95		FALSE	222.33	Counted Price
940	PriceError	"1316517949535387348	"	2020/11/1	Invoice	SUD0127	290.77		FALSE	280.54	Counted Price
941	PriceError	"1316546533457712689	"	2020/11/1	Invoice	SUD0127	327.94		FALSE	214.48	Counted Price
942	PriceError	"1316560105003536685	"	2020/11/1	Invoice	SUD0127	413.42		FALSE	280.2	Counted Price
943	PriceError	"1316581598258622582	"	2020/11/1	Invoice	SUD0127	379.19		FALSE	368.92	Counted Price
944	PriceError	"1316589769106855992	"	2020/11/1	Invoice	SUD0127	322.55		FALSE	292.55	Counted Price
945	PriceError	"1316598192385875125	"	2020/11/1	Invoice	SUD0127	289		FALSE	279	Counted Price
946	PriceError	"1316610974959165554	"	2020/11/1	Invoice	SUD0127	455.42		FALSE	375.42	Counted Price
947	PriceError	"1316617921263962554	"	2020/11/1	Invoice	SUD0127	499.4		FALSE	336.13	Counted Price
948	PriceError	"1316620657067578890	"	2020/11/1	Invoice	SUD0127	513.66		FALSE	432.07	Counted Price
949	PriceError	"1316625986034305944	"	2020/11/1	Invoice	SUD0127	481.72		FALSE	341.45	Counted Price
950	PriceError	"1316639377204453766	"	2020/11/1	Invoice	SUD0127	449		FALSE	369	Counted Price
951	PriceError	"1316645749298058450	"	2020/11/1	Invoice	SUD0127	369		FALSE	307.33	Counted Price
952	PriceError	"1316654138990549263	"	2020/11/1	Invoice	SUD0127	345.84		FALSE	134.06	Counted Price
953	PriceError	"1316656406880199771	"	2020/11/1	Invoice	SUD0127	339		FALSE	259	Counted Price
954	PriceError	"1316667241512838939	"	2020/11/1	Invoice	SUD0127	419		FALSE	408.76	Counted Price
955	PriceError	"1316677862393563673	"	2020/11/1	Invoice	SUD0127	429		FALSE	349	Counted Price
956	PriceError	"1316679915129226794	"	2020/11/1	Invoice	SUD0127	449.22		FALSE	439.13	Counted Price
957	PriceError	"1316686897715773683	"	2020/11/1	Invoice	SUD0127	349.52		FALSE	241.48	Counted Price
958	PriceError	"1316696295278644564	"	2020/11/1	Invoice	SUD0127	444.71		FALSE	399.22	Counted Price
959	PriceError	"1316700649780277989	"	2020/11/1	Invoice	SUD0127	348.96		FALSE	323.22	Counted Price
960	PriceError	"1316712243657697542	"	2020/11/1	Invoice	SUD0127	340.95		FALSE	268.83	Counted Price
961	PriceError	"1316718001850146682	"	2020/11/1	Invoice	SUD0127	347.37		FALSE	219.89	Counted Price
962	PriceError	"1316719587952104287	"	2020/11/1	Invoice	SUD0127	366.22		FALSE	356.22	Counted Price
963	PriceError	"1316726101934202142	"	2020/11/1	Invoice	SUD0127	415.44		FALSE	400.07	Counted Price
964	PriceError	"1316729127017777264	"	2020/11/1	Invoice	SUD0127	389		FALSE	378.74	Counted Price
965	PriceError	"1316734563250855236	"	2020/11/1	Invoice	SUD0127	469		FALSE	458.78	Counted Price
966	PriceError	"1316742338581382841	"	2020/11/1	Invoice	SUD0127	422.15		FALSE	411.91	Counted Price
967	PriceError	"1316743489970190761	"	2020/11/1	Invoice	SUD0127	458.17		FALSE	376.38	Counted Price
968	PriceError	"1316757458676398691	"	2020/11/1	Invoice	SUD0127	366.63		FALSE	286.63	Counted Price
969	PriceError	"1316762821075682692	"	2020/11/1	Invoice	SUD0127	325.29		FALSE	281.75	Counted Price
970	PriceError	"1316804799982028248	"	2020/11/1	Invoice	SUD0127	555.68		FALSE	545.68	Counted Price
971	PriceError	"1316816030646447373	"	2020/11/1	Invoice	SUD0127	342.89		FALSE	260.49	Counted Price
972	PriceError	"1316827406038753177	"	2020/11/1	Invoice	SUD0127	403.49		FALSE	322.02	Counted Price
973	PriceError	"1316841987393028056	"	2020/11/1	Invoice	SUD0127	349.8		FALSE	259.8	Counted Price
974	PriceError	"1316848395393372484	"	2020/11/1	Invoice	SUD0127	459.4		FALSE	449.18	Counted Price
975	PriceError	"1316879318116385972	"	2020/11/1	Invoice	SUD0127	317.19		FALSE	291.38	Counted Price
976	PriceError	"1316889542537382140	"	2020/11/1	Invoice	SUD0127	350.6		FALSE	260.6	Counted Price
977	PriceError	"1316914059031324387	"	2020/11/1	Invoice	SUD0127	469		FALSE	387.26	Counted Price
978	PriceError	"1316936595157696566	"	2020/11/1	Invoice	SUD0127	655.78		FALSE	577.75	Counted Price
979	PriceError	"1316938610656084888	"	2020/11/1	Invoice	SUD0127	589.34		FALSE	499.34	Counted Price
980	PriceError	"1316952038745583932	"	2020/11/1	Invoice	SUD0127	382.03		FALSE	242.1	Counted Price
981	PriceError	"1317067309387947981	"	2020/11/1	Invoice	SUD0127	349		FALSE	319	Counted Price
982	PriceError	"1317070513330714580	"	2020/11/1	Invoice	SUD0127	1671.2		FALSE	1573.04	Counted Price
983	PriceError	"1317087363987198516	"	2020/11/1	Invoice	SUD0127	376.07		FALSE	366.07	Counted Price
984	PriceError	"1317141939083858368	"	2020/11/1	Invoice	SUD0127	333.88		FALSE	313.26	Counted Price
985	PriceError	"1317219374189468450	"	2020/11/1	Invoice	SUD0127	371.81		FALSE	351.81	Counted Price
986	PriceError	"1317480301017992384	"	2020/11/1	Invoice	SUD0127	459.43		FALSE	449.43	Counted Price
988	PriceError	"1317543912632668286	"	2020/11/1	Invoice	SUD0127	724.03		FALSE	713.89	Counted Price
989	PriceError	"1317808982401880181	"	2020/11/1	Invoice	SUD0127	449		FALSE	439	Counted Price
990	PriceError	"1317811680031365664	"	2020/11/1	Invoice	SUD0127	479		FALSE	389	Counted Price
991	PriceError	"1317816036059058735	"	2020/11/1	Invoice	SUD0127	453.46		FALSE	363.46	Counted Price
992	PriceError	"1317880584162986960	"	2020/11/1	Invoice	SUD0127	450.57		FALSE	368.75	Counted Price
994	PriceError	"1317940275829843554	"	2020/11/1	Invoice	SUD0127	518.13		FALSE	508.05	Counted Price
995	PriceError	"1317941533349415760	"	2020/11/1	Invoice	SUD0127	417.29		FALSE	407.04	Counted Price
996	PriceError	"1318019148485869744	"	2020/11/1	Invoice	SUD0127	391.83		FALSE	371.31	Counted Price
997	PriceError	"1318080099676693524	"	2020/11/1	Invoice	SUD0127	429		FALSE	419	Counted Price
999	PriceError	"1318199796199253370	"	2020/11/1	Invoice	SUD0127	417.27		FALSE	407.06	Counted Price
1000	PriceError	"1318463352312879638	"	2020/11/1	Invoice	SUD0127	449		FALSE	439	Counted Price
1001	PriceError	"1318564549018943881	"	2020/11/1	Invoice	SUD0127	389		FALSE	328.55	Counted Price
1002	PriceError	"1318670065773868670	"	2020/11/1	Invoice	SUD0127	369		FALSE	286.77	Counted Price
1003	PriceError	"1318718269189002367	"	2020/11/1	Invoice	SUD0127	469		FALSE	387.26	Counted Price
1004	PriceError	"1318725828183598882	"	2020/11/1	Invoice	SUD0127	316.71		FALSE	306.38	Counted Price
1005	PriceError	"1318817881512780738	"	2020/11/1	Invoice	SUD0127	739		FALSE	728.86	Counted Price
1006	PriceError	"1318846033604976464	"	2020/11/1	Invoice	SUD0127	339.99		FALSE	257.57	Counted Price
1007	PriceError	"1318889126337514526	"	2020/11/1	Invoice	SUD0127	341.01		FALSE	258.59	Counted Price
1008	PriceError	"1318987191753090553	"	2020/11/1	Invoice	SUD0127	469		FALSE	387.26	Counted Price
1009	PriceError	"1318989603976236243	"	2020/11/1	Invoice	SUD0127	341.71		FALSE	259.3	Counted Price
1010	PriceError	"1318999503096123727	"	2020/11/1	Invoice	SUD0127	391.93		FALSE	320.1	Counted Price
1011	PriceError	"1319005443743913040	"	2020/11/1	Invoice	SUD0127	479		FALSE	469	Counted Price
1012	PriceError	"1319024091629107036	"	2020/11/1	Invoice	SUD0127	457.76		FALSE	367.76	Counted Price
1013	PriceError	"1319025207001551990	"	2020/11/1	Invoice	SUD0127	455.3		FALSE	385.3	Counted Price
1014	PriceError	"1319025530956934572	"	2020/11/1	Invoice	SUD0127	351.51		FALSE	271.51	Counted Price
1015	PriceError	"1319129355461213855	"	2020/11/1	Invoice	SUD0127	469		FALSE	387.26	Counted Price
1016	PriceError	"1319155849751005139	"	2020/11/1	Invoice	SUD0127	379		FALSE	369	Counted Price
1017	PriceError	"1319157291769690679	"	2020/11/1	Invoice	SUD0127	343.37		FALSE	333.07	Counted Price
1018	PriceError	"1319749848118665629	"	2020/11/1	Invoice	SUD0127	366.17		FALSE	328.54	Counted Price
1019	PriceError	"1319800718304980654	"	2020/11/1	Invoice	SUD0127	970.09		FALSE	861.98	Counted Price
1020	PriceError	"1319879919071099351	"	2020/11/1	Invoice	SUD0127	359.4		FALSE	349.11	Counted Price
1021	PriceError	"1320052215239014233	"	2020/11/1	Invoice	SUD0127	428.99		FALSE	418.99	Counted Price
1022	PriceError	"1320148585477202454	"	2020/11/1	Invoice	SUD0127	469		FALSE	458.78	Counted Price
1023	PriceError	"1320694021821434283	"	2020/11/1	Invoice	SUD0127	389		FALSE	378.74	Counted Price
1024	PriceError	"1320710869674379345	"	2020/11/1	Invoice	SUD0127	347.62		FALSE	327.03	Counted Price
1025	PriceError	"1320850443775276163	"	2020/11/1	Invoice	SUD0127	339		FALSE	329	Counted Price
1026	PriceError	"1320924278749429378	"	2020/11/1	Invoice	SUD0127	418.63		FALSE	408.63	Counted Price
1027	PriceError	"1320930723318414240	"	2020/11/1	Invoice	SUD0127	449.84		FALSE	424.84	Counted Price
1028	PriceError	"1320957433820692130	"	2020/11/1	Invoice	SUD0127	369		FALSE	358.72	Counted Price
1029	PriceError	"1321046427198613265	"	2020/11/1	Invoice	SUD0127	352.39		FALSE	332.39	Counted Price
1030	PriceError	"1321059673373812038	"	2020/11/1	Invoice	SUD0127	350.26		FALSE	305.26	Counted Price
1031	PriceError	"1321145137366397241	"	2020/11/1	Invoice	SUD0127	549		FALSE	539	Counted Price
1032	PriceError	"1321281435985795448	"	2020/11/1	Invoice	SUD0127	312.3		FALSE	301.97	Counted Price
1034	PriceError	"1321655366977117863	"	2020/11/1	Invoice	SUD0127	386.76		FALSE	366.51	Counted Price
1035	PriceError	"1321729416802935053	"	2020/11/1	Invoice	SUD0127	485.62		FALSE	343.7	Counted Price
1036	PriceError	"1321891958187220580	"	2020/11/1	Invoice	SUD0127	399.53		FALSE	389.33	Counted Price
1037	PriceError	"1322764203270177073	"	2020/11/1	Invoice	SUD0127	389		FALSE	266.96	Counted Price
1038	PriceError	"1323668629545990242	"	2020/11/1	Invoice	SUD0127	379		FALSE	368.73	Counted Price
1039	PriceError	"1323922358707755031	"	2020/11/1	Invoice	SUD0127	403.26		FALSE	393.01	Counted Price
1040	PriceError	"1323994752297248861	"	2020/11/1	Invoice	SUD0127	409.45		FALSE	399.2	Counted Price
1041	PriceError	"1324115895790955571	"	2020/11/1	Invoice	SUD0127	510.41		FALSE	500.23	Counted Price
1042	PriceError	"1324553546412977160	"	2020/11/1	Invoice	SUD0127	414.16		FALSE	403.91	Counted Price
1043	PriceError	"1324725086198459521	"	2020/11/1	Invoice	SUD0127	480.4		FALSE	431.34	Counted Price
1044	PriceError	"1324851987103524453	"	2020/11/1	Invoice	SUD0127	469		FALSE	458.78	Counted Price
1045	PriceError	"1324915705101968675	"	2020/11/1	Invoice	SUD0127	268.7		FALSE	247.93	Counted Price
1046	PriceError	"1325161260969602369	"	2020/11/1	Invoice	SUD0127	344.15		FALSE	226.58	Counted Price
1048	PriceError	"1325518956250452782	"	2020/11/1	Invoice	SUD0127	639		FALSE	595.13	Counted Price
1049	PriceError	"1325789496433042614	"	2020/11/1	Invoice	SUD0127	379		FALSE	368.73	Counted Price
1050	PriceError	"1326151911145382665	"	2020/11/1	Invoice	SUD0127	0		FALSE	869	Counted Price
1051	PriceError	"1326364020459114139	"	2020/11/1	Invoice	SUD0127	279		FALSE	239.69	Counted Price
1052	PriceError	"1326577284224411668	"	2020/11/1	Invoice	SUD0127	366.48		FALSE	346.19	Counted Price
1053	PriceError	"1326606194598915220	"	2020/11/1	Invoice	SUD0127	305.4		FALSE	263.49	Counted Price
1054	PriceError	"1326678012537340083	"	2020/11/1	Invoice	SUD0127	449		FALSE	439	Counted Price
1055	PriceError	"1326708110009135073	"	2020/11/1	Invoice	SUD0127	400.27		FALSE	277.2	Counted Price
1056	PriceError	"1326756781316111678	"	2020/11/1	Invoice	SUD0127	469		FALSE	458.78	Counted Price
1057	PriceError	"1326787705217062277	"	2020/11/1	Invoice	SUD0127	499.4		FALSE	489.2	Counted Price
1058	PriceError	"1327080924043643270	"	2020/11/1	Invoice	SUD0127	389		FALSE	378.74	Counted Price
1059	PriceError	"1327657681345395335	"	2020/11/1	Invoice	SUD0127	335.56		FALSE	325.32	Counted Price
1060	PriceError	"1327658402304483018	"	2020/11/1	Invoice	SUD0127	315.65		FALSE	305.38	Counted Price
1061	PriceError	"1327977504276871175	"	2020/11/1	Invoice	SUD0127	379		FALSE	369	Counted Price
1062	PriceError	"1328099472432393495	"	2020/11/1	Invoice	SUD0127	317.37		FALSE	307.04	Counted Price
1063	PriceError	"1328122801901088878	"	2020/11/1	Invoice	SUD0127	349		FALSE	338.71	Counted Price
1064	PriceError	"1328186808192302989	"	2020/11/1	Invoice	SUD0127	459		FALSE	369	Counted Price
1065	PriceError	"1328707551279672773	"	2020/11/1	Invoice	SUD0127	349		FALSE	287.23	Counted Price
1066	PriceError	"1328990365196158337	"	2020/11/1	Invoice	SUD0127	539		FALSE	475.1	Counted Price
1067	PriceError	"1329240420265158159	"	2020/11/1	Invoice	SUD0127	363.93		FALSE	317.26	Counted Price
1068	PriceError	"1329250393826745562	"	2020/11/1	Invoice	SUD0127	369		FALSE	348.44	Counted Price
1069	PriceError	"1329336830862028555	"	2020/11/1	Invoice	SUD0127	499.4		FALSE	478.99	Counted Price
1070	PriceError	"1329986451709656720	"	2020/11/1	Invoice	SUD0127	399		FALSE	389	Counted Price
1071	PriceError	"1330013269146612951	"	2020/11/1	Invoice	SUD0127	939.39		FALSE	855.95	Counted Price
1072	PriceError	"1330176600165855674	"	2020/11/1	Invoice	SUD0127	342.17		FALSE	331.91	Counted Price
1073	PriceError	"1330235967636150524	"	2020/11/1	Invoice	SUD0127	1113.85		FALSE	1066.05	Counted Price
1074	PriceError	"1330658282439037513	"	2020/11/1	Invoice	SUD0127	399		FALSE	374	Counted Price
1075	PriceError	"1330976379271517626	"	2020/11/1	Invoice	SUD0127	749		FALSE	728.73	Counted Price
1076	PriceError	"1331964794587437938	"	2020/11/1	Invoice	SUD0127	449		FALSE	439	Counted Price
1077	PriceError	"1332002918727504867	"	2020/11/1	Invoice	SUD0127	436.63		FALSE	310.07	Counted Price
1078	PriceError	"1332021386049011945	"	2020/11/1	Invoice	SUD0127	314.71		FALSE	294.05	Counted Price
1079	PriceError	"1332252362051723641	"	2020/11/1	Invoice	SUD0127	344.73		FALSE	298.93	Counted Price
1080	PriceError	"1332292142352754253	"	2020/11/1	Invoice	SUD0127	487.57		FALSE	467.15	Counted Price
1081	PriceError	"1332294663515237160	"	2020/11/1	Invoice	SUD0127	340.15		FALSE	329.85	Counted Price
1082	PriceError	"1332296929167911114	"	2020/11/1	Invoice	SUD0127	349.83		FALSE	329.83	Counted Price
1083	PriceError	"1332523620948445476	"	2020/11/1	Invoice	SUD0127	340.47		FALSE	295.14	Counted Price
1084	PriceError	"1332590256392229934	"	2020/11/1	Invoice	SUD0127	539.96		FALSE	438.66	Counted Price
1085	PriceError	"1332664131163760225	"	2020/11/1	Invoice	SUD0127	395.56		FALSE	385.3	Counted Price
1086	PriceError	"1332758631088760025	"	2020/11/1	Invoice	SUD0127	316.99		FALSE	306.83	Counted Price
1087	PriceError	"1333130868573279827	"	2020/11/1	Invoice	SUD0127	439		FALSE	295.74	Counted Price
1088	PriceError	"1333150704700311624	"	2020/11/1	Invoice	SUD0127	429		FALSE	418.76	Counted Price
1089	PriceError	"1333248300169508473	"	2020/11/1	Invoice	SUD0127	339		FALSE	318.39	Counted Price
1090	PriceError	"1333415052115760869	"	2020/11/1	Invoice	SUD0127	346.55		FALSE	325.96	Counted Price
1091	PriceError	"1333454041899579787	"	2020/11/1	Invoice	SUD0127	314.34		FALSE	304.01	Counted Price
1092	PriceError	"1333528526809802952	"	2020/11/1	Invoice	SUD0127	625.36		FALSE	615.2	Counted Price
1093	PriceError	"1333800831729067058	"	2020/11/1	Invoice	SUD0127	444.36		FALSE	434.13	Counted Price
1094	PriceError	"1333845831265120679	"	2020/11/1	Invoice	SUD0127	426.71		FALSE	260.61	Counted Price
1095	PriceError	"1333921464901435977	"	2020/11/1	Invoice	SUD0127	367.72		FALSE	319.64	Counted Price
1096	PriceError	"1333962685398825249	"	2020/11/1	Invoice	SUD0127	359		FALSE	349	Counted Price
1097	PriceError	"1334128935570724960	"	2020/11/1	Invoice	SUD0127	369		FALSE	358.72	Counted Price
1098	PriceError	"1334229014370526923	"	2020/11/1	Invoice	SUD0127	749		FALSE	728.73	Counted Price
1099	PriceError	"1334276424262753258	"	2020/11/1	Invoice	SUD0127	391.66		FALSE	330.94	Counted Price
1100	PriceError	"1334284237682708029	"	2020/11/1	Invoice	SUD0127	391.4		FALSE	363.79	Counted Price
1101	PriceError	"1334311057697470340	"	2020/11/1	Invoice	SUD0127	439		FALSE	428.77	Counted Price
1102	PriceError	"1334385144628554237	"	2020/11/1	Invoice	SUD0127	446.85		FALSE	365.02	Counted Price
1103	PriceError	"1334399904345381123	"	2020/11/1	Invoice	SUD0127	341.54		FALSE	320.94	Counted Price
1104	PriceError	"1334454663312982576	"	2020/11/1	Invoice	SUD0127	449		FALSE	439	Counted Price
1105	PriceError	"1334496312551539117	"	2020/11/1	Invoice	SUD0127	340.71		FALSE	330.41	Counted Price
1106	PriceError	"1334794647189980015	"	2020/11/1	Invoice	SUD0127	312.89		FALSE	302.56	Counted Price
1107	PriceError	"1335187872579310258	"	2020/11/1	Invoice	SUD0127	439		FALSE	418.53	Counted Price
1108	PriceError	"1335309410944515085	"	2020/11/1	Invoice	SUD0127	428.55		FALSE	272	Counted Price
1109	PriceError	"1335327445479508560	"	2020/11/1	Invoice	SUD0127	340.38		FALSE	319.78	Counted Price
1110	PriceError	"1335411075002916423	"	2020/11/1	Invoice	SUD0127	504.49		FALSE	494.33	Counted Price
